"quadrat","project_year","year","month","day","total_shrub","total_grass","n_forbs","date"
"V4","2001",2001,11,14,0.236428758926641,0,0,2001-11-01
"V4","2006",2006,12,7,0.209159110164999,2.5e-05,0,2006-12-01
"V4","2011",2012,1,3,0.0677382750765294,0,0,2012-01-01
"V4","2016",2016,12,6,0.185359890131755,0,0,2016-12-01
"V5","1995",1995,10,19,0.643013556658777,0,5,1995-10-01
"V5","2001",2001,10,23,0.629114361794266,0,13,2001-10-01
"V5","2006",2006,12,7,0.559236524797071,0,6,2006-12-01
"V5","2011",2012,1,3,0.162918684984388,0,0,2012-01-01
"V5","2016",2016,12,6,0.221256354853658,0,0,2016-12-01
"V6","1995",1995,10,19,0,0,0,1995-10-01
"V6","2001",2001,10,23,0,0,2,2001-10-01
"V6","2006",2006,12,7,0,0.000615974968775736,1,2006-12-01
"V6","2011",2012,1,3,0,0,0,2012-01-01
"V6","2016",2016,12,6,0,0,0,2016-12-01
"Y1","1995",1995,10,20,0.0346061676379174,0.0365036890000573,2,1995-10-01
"Y1","2001",2001,10,19,0,0.0149539141752703,0,2001-10-01
"Y1","2006",2006,11,30,0.105141244699871,0.00262408499793984,4,2006-11-01
"Y1","2011",2011,10,26,0.00416455500158638,0.00691821500368029,0,2011-10-01
"Y1","2016",2016,9,20,0.0103826898857704,0.000911544986573904,0,2016-09-01
"Y3","1995",1995,10,19,0.442699647266385,0.000877171575395799,0,1995-10-01
"Y3","2001",2001,11,14,0.327047142233257,0,0,2001-11-01
"Y3","2006",2006,12,13,0.476729640592296,2.5e-05,4,2006-12-01
"Y3","2011",2012,1,27,0.10163679499392,0,0,2012-01-01
"Y3","2016",2016,12,1,0.332117340266446,0,0,2016-12-01
"Y7","1995",1995,10,19,0.198942797053265,0.173496780354583,53,1995-10-01
"Y7","2001",2001,11,14,0.2621640776944,0.137078514316438,89,2001-11-01
"Y7","2006",2006,12,13,0.351950925077417,0.116658709969337,45,2006-12-01
"Y7","2011",2012,1,27,0.358632354641784,0.00831138004618034,0,2012-01-01
"Y7","2016",2016,12,1,0.160925834939421,0.0529651900052963,11,2016-12-01
