"project_year","grass_cover","shrub_cover","perennial_cover","bareground","quadrat"
1949,0.0803531043597505,0,0.0803531043597505,0.919646895640249,"B1"
1950,0.0613085421420767,0,0.0613085421420767,0.938691457857923,"B1"
1951,0.0219463260565957,0,0.0219463260565957,0.978053673943404,"B1"
1952,0.00758132202402344,0,0.00758132202402344,0.992418677975977,"B1"
1953,0.00761723828161888,0,0.00761723828161888,0.992382761718382,"B1"
1954,0.00765315453921431,0,0.00765315453921431,0.992346845460786,"B1"
1955,0.00768907079680975,0,0.00768907079680975,0.99231092920319,"B1"
1956,0.00772498705440518,0,0.00772498705440518,0.992275012945595,"B1"
1957,0.00733888736174446,0,0.00733888736174446,0.992661112638256,"B1"
1958,0.0155352651827931,0,0.0155352651827931,0.984464734817207,"B1"
1959,0.016432682635607,0,0.016432682635607,0.983567317364393,"B1"
1960,0.0102970994599371,0,0.0102970994599371,0.989702900540063,"B1"
1961,0.0217343204063605,0,0.0217343204063605,0.97826567959364,"B1"
1962,0.0239321954516531,0,0.0239321954516531,0.976067804548347,"B1"
1963,0.0261300704969457,0,0.0261300704969457,0.973869929503055,"B1"
1964,0.0283279455422383,0,0.0283279455422383,0.971672054457762,"B1"
1965,0.0305258205875309,0,0.0305258205875309,0.969474179412469,"B1"
1966,0.044296260982663,0,0.044296260982663,0.955703739017337,"B1"
1967,0.0336185091122658,0,0.0336185091122658,0.966381490887734,"B1"
1968,0.0229407572418687,0,0.0229407572418687,0.977059242758131,"B1"
1969,0.0124090648054389,0,0.0124090648054389,0.987590935194561,"B1"
1970,0.0123261581508884,0,0.0123261581508884,0.987673841849112,"B1"
1971,0.0300725125761767,0,0.0300725125761767,0.969927487423823,"B1"
1972,0.0100864805557673,0,0.0100864805557673,0.989913519444233,"B1"
1973,0.0300998139354339,0,0.0300998139354339,0.969900186064566,"B1"
1974,0.041994178899285,0,0.041994178899285,0.958005821100715,"B1"
1975,0.0630343678123813,0,0.0630343678123813,0.936965632187619,"B1"
1976,0.0583105328454554,0,0.0583105328454554,0.941689467154545,"B1"
1977,0.0702795736581685,0,0.0702795736581685,0.929720426341831,"B1"
1978,0.0702795736581685,0,0.0702795736581685,0.929720426341831,"B1"
1979,0.0702795736581685,0,0.0702795736581685,0.929720426341831,"B1"
1995,0.0541093778105526,0,0.0541093778105526,0.945890622189447,"B1"
2001,0.0643962115448791,0,0.0643962115448791,0.935603788455121,"B1"
2006,0.0377918411949885,0,0.0377918411949885,0.962208158805012,"B1"
2011,0.105451418456171,0,0.105451418456171,0.894548581543829,"B1"
2016,0.0463268789829903,0,0.0463268789829903,0.95367312101701,"B1"
1916,0.0501490295200682,0,0.0501490295200682,0.949850970479932,"B2"
1917,0.0469334655928844,0,0.0469334655928844,0.953066534407116,"B2"
1918,0.0434932211983445,0,0.0434932211983445,0.956506778801656,"B2"
1919,0.0428738534657585,0,0.0428738534657585,0.957126146534241,"B2"
1920,0.0644995437111812,0,0.0644995437111812,0.935500456288819,"B2"
1921,0.0720803130643628,0,0.0720803130643628,0.927919686935637,"B2"
1922,0.0425550906343531,0,0.0425550906343531,0.957444909365647,"B2"
1923,0.05291538227334,0,0.05291538227334,0.94708461772666,"B2"
1924,0.0461787109450381,0,0.0461787109450381,0.953821289054962,"B2"
1925,0.0286372259216376,0,0.0286372259216376,0.971362774078362,"B2"
1926,0.0536622550939917,0,0.0536622550939917,0.946337744906008,"B2"
1927,0.0989421446731419,0,0.0989421446731419,0.901057855326858,"B2"
1928,0.109585282135311,0,0.109585282135311,0.890414717864689,"B2"
1929,0.173175393907679,0,0.173175393907679,0.826824606092321,"B2"
1930,0.171317664991189,0,0.171317664991189,0.828682335008811,"B2"
1931,0.149950437097602,0,0.149950437097602,0.850049562902399,"B2"
1932,0.184408951238635,0,0.184408951238635,0.815591048761365,"B2"
1933,0.139008031551298,0,0.139008031551298,0.860991968448702,"B2"
1934,0.0977109418196364,0,0.0977109418196364,0.902289058180364,"B2"
1935,0.0749589561576149,0,0.0749589561576149,0.925041043842385,"B2"
1936,0.0980389832166417,0,0.0980389832166417,0.901961016783358,"B2"
1937,0.109675373848683,0,0.109675373848683,0.890324626151317,"B2"
1938,0.130909170329456,0,0.130909170329456,0.869090829670544,"B2"
1939,0.0879704667572736,0,0.0879704667572736,0.912029533242726,"B2"
1940,0.0900664198670853,0,0.0900664198670853,0.909933580132915,"B2"
1941,0.0942526990333254,0,0.0942526990333254,0.905747300966675,"B2"
1942,0.126874874684779,0,0.126874874684779,0.873125125315221,"B2"
1943,0.0847412094979696,0,0.0847412094979696,0.91525879050203,"B2"
1944,0.124422969830066,0,0.124422969830066,0.875577030169934,"B2"
1945,0.136260031360183,0,0.136260031360183,0.863739968639817,"B2"
1946,0.120928151536104,0,0.120928151536104,0.879071848463896,"B2"
1947,0.117754346092686,0,0.117754346092686,0.882245653907314,"B2"
1948,0.0873183523205514,0,0.0873183523205514,0.912681647679449,"B2"
1949,0.0568823585484169,0,0.0568823585484169,0.943117641451583,"B2"
1950,0.044734550569406,0,0.044734550569406,0.955265449430594,"B2"
1951,0.00819055919176195,0,0.00819055919176195,0.991809440808238,"B2"
1952,0.000440481382075034,0,0.000440481382075034,0.999559518617925,"B2"
1953,0.00146947681448048,0,0.00146947681448048,0.998530523185519,"B2"
1954,0.00249847224688593,0,0.00249847224688593,0.997501527753114,"B2"
1955,0.00352746767929137,0,0.00352746767929137,0.996472532320709,"B2"
1956,0.00455646311169682,0,0.00455646311169682,0.995443536888303,"B2"
1957,0,0,0,1,"B2"
1958,0,0,0,1,"B2"
1959,0.00170356048263055,0,0.00170356048263055,0.998296439517369,"B2"
1960,0.00278555834110961,0,0.00278555834110961,0.99721444165889,"B2"
1961,0.0319975052330587,0,0.0319975052330587,0.968002494766941,"B2"
1962,0.0432029674143026,0,0.0432029674143026,0.956797032585697,"B2"
1963,0.0544084295955465,0,0.0544084295955465,0.945591570404454,"B2"
1964,0.0656138917767904,0,0.0656138917767904,0.93438610822321,"B2"
1965,0.0768193539580343,0,0.0768193539580343,0.923180646041966,"B2"
1966,0.0236426709258166,0,0.0236426709258166,0.976357329074183,"B2"
1967,0.0194272466679862,0,0.0194272466679862,0.980572753332014,"B2"
1968,0.0152118224101557,0,0.0152118224101557,0.984788177589844,"B2"
1969,0.00276460680311598,0,0.00276460680311598,0.997235393196884,"B2"
1970,0.00466382483057306,0,0.00466382483057306,0.995336175169427,"B2"
1971,0.00959841848101538,0,0.00959841848101538,0.990401581518985,"B2"
1972,0.00971423565866362,0,0.00971423565866362,0.990285764341336,"B2"
1973,0.0117982164183685,0,0.0117982164183685,0.988201783581631,"B2"
1974,0.02134613668764,0,0.02134613668764,0.97865386331236,"B2"
1975,0.0441703553263507,0,0.0441703553263507,0.955829644673649,"B2"
1976,0.0176462427938177,0,0.0176462427938177,0.982353757206182,"B2"
1977,0.0282576537323646,0,0.0282576537323646,0.971742346267635,"B2"
1978,0.0282576537323646,0,0.0282576537323646,0.971742346267635,"B2"
1979,0.0282576537323646,0,0.0282576537323646,0.971742346267635,"B2"
1995,0.0244623695096421,0,0.0244623695096421,0.975537630490358,"B2"
2001,0.00616712219543525,0,0.00616712219543525,0.993832877804565,"B2"
2006,0.000453865162805314,0,0.000453865162805314,0.999546134837195,"B2"
2011,0.0396715921349506,0,0.0396715921349506,0.960328407865049,"B2"
2016,0.0371749761846677,0,0.0371749761846677,0.962825023815332,"B2"
1916,0.0828822942330579,0,0.0828822942330579,0.917117705766942,"B3"
1917,0.0400477572527895,0,0.0400477572527895,0.95995224274721,"B3"
1918,0.0447184517953294,0,0.0447184517953294,0.955281548204671,"B3"
1919,0.0284793347185945,0,0.0284793347185945,0.971520665281406,"B3"
1920,0.0489832805116445,0,0.0489832805116445,0.951016719488356,"B3"
1921,0.0466026156634099,0,0.0466026156634099,0.95339738433659,"B3"
1922,0.0167874095095945,0,0.0167874095095945,0.983212590490406,"B3"
1923,0.0161883216135731,0,0.0161883216135731,0.983811678386427,"B3"
1924,0.0153307743101943,0,0.0153307743101943,0.984669225689806,"B3"
1925,0.0113996022088417,0,0.0113996022088417,0.988600397791158,"B3"
1926,0.0186175160220656,0,0.0186175160220656,0.981382483977934,"B3"
1927,0.0459370454519927,0,0.0459370454519927,0.954062954548007,"B3"
1928,0.0369585651551057,0,0.0369585651551057,0.963041434844894,"B3"
1929,0.0726701111011566,0,0.0726701111011566,0.927329888898843,"B3"
1930,0.084123332414512,0,0.084123332414512,0.915876667585488,"B3"
1931,0.0914950419735962,0,0.0914950419735962,0.908504958026404,"B3"
1932,0.100460713869269,0,0.100460713869269,0.899539286130731,"B3"
1933,0.0631168250562434,0,0.0631168250562434,0.936883174943757,"B3"
1934,0.0568371487199334,0,0.0568371487199334,0.943162851280067,"B3"
1935,0.0334404599543985,0,0.0334404599543985,0.966559540045602,"B3"
1936,0.0318886081263001,0,0.0318886081263001,0.9681113918737,"B3"
1937,0.0400314130201769,0,0.0400314130201769,0.959968586979823,"B3"
1938,0.0350464438198959,0,0.0350464438198959,0.964953556180104,"B3"
1939,0.0378398469012225,0,0.0378398469012225,0.962160153098777,"B3"
1940,0.0458523862740523,0,0.0458523862740523,0.954147613725948,"B3"
1941,0.0450066912574931,0,0.0450066912574931,0.954993308742507,"B3"
1942,0.0538951092268987,0,0.0538951092268987,0.946104890773101,"B3"
1943,0.0780150907896179,0,0.0780150907896179,0.921984909210382,"B3"
1944,0.0989547820935709,0,0.0989547820935709,0.901045217906429,"B3"
1945,0.0849026646545058,0,0.0849026646545058,0.915097335345494,"B3"
1946,0.0736253152681104,0,0.0736253152681104,0.92637468473189,"B3"
1947,0.0580047028874027,0,0.0580047028874027,0.941995297112597,"B3"
1948,0.0513511692296031,0,0.0513511692296031,0.948648830770397,"B3"
1949,0.0446976355718035,0,0.0446976355718035,0.955302364428196,"B3"
1950,0.0190881461062704,0,0.0190881461062704,0.98091185389373,"B3"
1951,0.0122656154145732,0,0.0122656154145732,0.987734384585427,"B3"
1952,0.000562734282300774,0,0.000562734282300774,0.999437265717699,"B3"
1953,0.0008777160825116,0,0.0008777160825116,0.999122283917488,"B3"
1954,0.00119269788272243,0,0.00119269788272243,0.998807302117277,"B3"
1955,0.00150767968293325,0,0.00150767968293325,0.998492320317067,"B3"
1956,0.00182266148314408,0,0.00182266148314408,0.998177338516856,"B3"
1957,0.00230228041049497,0,0.00230228041049497,0.997697719589505,"B3"
1958,0.00173379926819531,0,0.00173379926819531,0.998266200731805,"B3"
1959,0.00851907496503513,0,0.00851907496503513,0.991480925034965,"B3"
1960,0.0056482586282523,0,0.0056482586282523,0.994351741371748,"B3"
1961,0.0286959625757561,0,0.0286959625757561,0.971304037424244,"B3"
1962,0.0428829669709344,0,0.0428829669709344,0.957117033029066,"B3"
1963,0.0570699713661127,0,0.0570699713661127,0.942930028633888,"B3"
1964,0.071256975761291,0,0.071256975761291,0.928743024238709,"B3"
1965,0.0854439801564693,0,0.0854439801564693,0.914556019843531,"B3"
1966,0.0832039889118692,0,0.0832039889118692,0.916796011088131,"B3"
1967,0.0528408439156156,0,0.0528408439156156,0.947159156084385,"B3"
1968,0.022477698919362,0,0.022477698919362,0.977522301080638,"B3"
1969,0.0380607574160252,0,0.0380607574160252,0.961939242583975,"B3"
1970,0.0666286107876955,0,0.0666286107876955,0.933371389212304,"B3"
1971,0.0355618188194353,0,0.0355618188194353,0.964438181180565,"B3"
1972,0.00722142466132316,0,0.00722142466132316,0.992778575338677,"B3"
1973,0.0307890851007104,0,0.0307890851007104,0.96921091489929,"B3"
1974,0.050971774309955,0,0.050971774309955,0.949028225690045,"B3"
1975,0.0111535927143042,0,0.0111535927143042,0.988846407285696,"B3"
1976,0.0178590447828661,0,0.0178590447828661,0.982140955217134,"B3"
1977,0.0242984879258181,0,0.0242984879258181,0.975701512074182,"B3"
1978,0.0242984879258181,0,0.0242984879258181,0.975701512074182,"B3"
1979,0.0242984879258181,0,0.0242984879258181,0.975701512074182,"B3"
1995,0.101530572140556,0,0.101530572140556,0.898469427859444,"B3"
2001,0.0310465565169489,0,0.0310465565169489,0.968953443483051,"B3"
2006,0.0218636455354273,0,0.0218636455354273,0.978136354464573,"B3"
2011,0.0195956241311461,0.0393440919993921,0.0589397161305382,0.941060283869462,"B3"
2016,0.0103700655545765,0.14594436846556,0.156314434020137,0.843685565979863,"B3"
1916,0.0327761587386637,0,0.0327761587386637,0.967223841261336,"B4"
1917,0.0240130457134001,0,0.0240130457134001,0.9759869542866,"B4"
1918,0.021266388677775,0,0.021266388677775,0.978733611322225,"B4"
1919,0.0236443970525985,0,0.0236443970525985,0.976355602947402,"B4"
1920,0.0399578737000761,0,0.0399578737000761,0.960042126299924,"B4"
1921,0.0375315069925659,0,0.0375315069925659,0.962468493007434,"B4"
1922,0.0086744677004186,0,0.0086744677004186,0.991325532299581,"B4"
1923,0.00775678692840502,0,0.00775678692840502,0.992243213071595,"B4"
1924,0.0138512128416565,0,0.0138512128416565,0.986148787158343,"B4"
1925,0.014633705834494,0,0.014633705834494,0.985366294165506,"B4"
1926,0.0192847050768659,0,0.0192847050768659,0.980715294923134,"B4"
1927,0.0318226007904132,0,0.0318226007904132,0.968177399209587,"B4"
1928,0.0415144191156715,0,0.0415144191156715,0.958485580884328,"B4"
1929,0.0678623826550191,0,0.0678623826550191,0.932137617344981,"B4"
1930,0.0660897164298911,0,0.0660897164298911,0.933910283570109,"B4"
1931,0.0619797178182395,0,0.0619797178182395,0.93802028218176,"B4"
1932,0.075241591627335,0,0.075241591627335,0.924758408372665,"B4"
1933,0.0551479446744572,0,0.0551479446744572,0.944852055325543,"B4"
1934,0.0446188498932864,0,0.0446188498932864,0.955381150106714,"B4"
1935,0.0376695083098167,2.49424013196957e-05,0.0376944507111364,0.962305549288864,"B4"
1936,0.0615816819581003,0,0.0615816819581003,0.9384183180419,"B4"
1937,0.0938958625346027,0,0.0938958625346027,0.906104137465397,"B4"
1938,0.0837057449623179,0,0.0837057449623179,0.916294255037682,"B4"
1939,0.0697163014559034,0,0.0697163014559034,0.930283698544097,"B4"
1940,0.0611577659643244,0,0.0611577659643244,0.938842234035676,"B4"
1941,0.0389247844554048,0,0.0389247844554048,0.961075215544595,"B4"
1942,0.0657901532249909,0,0.0657901532249909,0.934209846775009,"B4"
1943,0.0423163871025466,0,0.0423163871025466,0.957683612897453,"B4"
1944,0.0517422595219114,0,0.0517422595219114,0.948257740478089,"B4"
1945,0.0792713355724246,0,0.0792713355724246,0.920728664427575,"B4"
1946,0.0687073314787875,0,0.0687073314787875,0.931292668521213,"B4"
1947,0.0784064329286426,0,0.0784064329286426,0.921593567071357,"B4"
1948,0.080015155326149,0,0.080015155326149,0.919984844673851,"B4"
1949,0.0816238777236554,0,0.0816238777236554,0.918376122276345,"B4"
1950,0.0258555408135295,0,0.0258555408135295,0.974144459186471,"B4"
1951,0.00961778926502959,0,0.00961778926502959,0.99038221073497,"B4"
1952,0.00643414137859754,0,0.00643414137859754,0.993565858621402,"B4"
1953,0.0119782132381144,0,0.0119782132381144,0.988021786761885,"B4"
1954,0.0175222850976312,0,0.0175222850976312,0.982477714902368,"B4"
1955,0.0230663569571481,0,0.0230663569571481,0.976933643042852,"B4"
1956,0.0286104288166649,0,0.0286104288166649,0.971389571183335,"B4"
1957,0.0312560442024315,0,0.0312560442024315,0.968743955797569,"B4"
1958,0.033901659588198,0,0.033901659588198,0.966098340411802,"B4"
1959,0.0254946242697611,0,0.0254946242697611,0.974505375730239,"B4"
1960,0.0454999251922377,0,0.0454999251922377,0.954500074807762,"B4"
1961,0.0657511582006175,0,0.0657511582006175,0.934248841799383,"B4"
1962,0.0779241715876219,0,0.0779241715876219,0.922075828412378,"B4"
1963,0.0900971849746263,0,0.0900971849746263,0.909902815025374,"B4"
1964,0.102270198361631,0,0.102270198361631,0.897729801638369,"B4"
1965,0.114443211748635,0,0.114443211748635,0.885556788251365,"B4"
1966,0.0880860793295804,0,0.0880860793295804,0.91191392067042,"B4"
1967,0.0845193162241757,0,0.0845193162241757,0.915480683775824,"B4"
1968,0.080952553118771,0,0.080952553118771,0.919047446881229,"B4"
1969,0.0290573965964658,0,0.0290573965964658,0.970942603403534,"B4"
1970,0.0414013303154679,0,0.0414013303154679,0.958598669684532,"B4"
1971,0.0288276696354635,0,0.0288276696354635,0.971172330364537,"B4"
1972,0.0162540089554591,0,0.0162540089554591,0.983745991044541,"B4"
1973,0.0508754039349244,0,0.0508754039349244,0.949124596065075,"B4"
1974,0.0854967989143898,0,0.0854967989143898,0.91450320108561,"B4"
1975,0.0644432985653414,0,0.0644432985653414,0.935556701434659,"B4"
1976,0.0433897982162929,0,0.0433897982162929,0.956610201783707,"B4"
1977,0.0556568693611503,0,0.0556568693611503,0.94434313063885,"B4"
1978,0.0556568693611503,0,0.0556568693611503,0.94434313063885,"B4"
1979,0.0556568693611503,0,0.0556568693611503,0.94434313063885,"B4"
1995,0,0,0,1,"B4"
2001,0.00677976630929326,0,0.00677976630929326,0.993220233690707,"B4"
2006,0.00129175140755053,0,0.00129175140755053,0.998708248592449,"B4"
2011,0.017089442479729,0,0.017089442479729,0.982910557520271,"B4"
2016,0.00273858816616983,0,0.00273858816616983,0.99726141183383,"B4"
1916,0.0473071224681175,0,0.0473071224681175,0.952692877531882,"B5"
1917,0.0389413731518941,0,0.0389413731518941,0.961058626848106,"B5"
1918,0.0259952425741324,0,0.0259952425741324,0.974004757425868,"B5"
1919,0.0210757808531924,0,0.0210757808531924,0.978924219146808,"B5"
1920,0.03991145475815,0,0.03991145475815,0.96008854524185,"B5"
1921,0.0394188599684277,0,0.0394188599684277,0.960581140031572,"B5"
1922,0.0189073818077146,0,0.0189073818077146,0.981092618192285,"B5"
1923,0.0193743908923265,0,0.0193743908923265,0.980625609107673,"B5"
1924,0.0438796449852799,0,0.0438796449852799,0.95612035501472,"B5"
1925,0.0385207655697654,0,0.0385207655697654,0.961479234430235,"B5"
1926,0.0451602677084997,0,0.0451602677084997,0.9548397322915,"B5"
1927,0.0586958575246529,0,0.0586958575246529,0.941304142475347,"B5"
1928,0.0786351497161382,0,0.0786351497161382,0.921364850283862,"B5"
1929,0.104674748271665,0,0.104674748271665,0.895325251728335,"B5"
1930,0.115601064477298,0,0.115601064477298,0.884398935522702,"B5"
1931,0.127430848769038,0,0.127430848769038,0.872569151230962,"B5"
1932,0.156319422174007,0,0.156319422174007,0.843680577825993,"B5"
1933,0.093125054749313,0,0.093125054749313,0.906874945250687,"B5"
1934,0.0674283786799704,0,0.0674283786799704,0.93257162132003,"B5"
1935,0.0313928897286592,0,0.0313928897286592,0.968607110271341,"B5"
1936,0.0445824038782631,0,0.0445824038782631,0.955417596121737,"B5"
1937,0.0536722067981605,0,0.0536722067981605,0.946327793201839,"B5"
1938,0.0371137510102186,0,0.0371137510102186,0.962886248989781,"B5"
1939,0.0222936966552524,2.49958151599922e-05,0.0223186924704124,0.977681307529588,"B5"
1940,0.0253505604825866,0,0.0253505604825866,0.974649439517413,"B5"
1941,0.0179374398634014,2.4947066094729e-05,0.0179623869294961,0.982037613070504,"B5"
1942,0.00593191351209646,2.49470684181055e-05,0.00595686058051456,0.994043139419485,"B5"
1943,0.00237296497522782,2.49470684181055e-05,0.00239791204364593,0.997602087956354,"B5"
1944,0.001192968726149,0.00329550749872397,0.00448847622487297,0.995511523775127,"B5"
1945,0.00353100781761494,2.49958151599925e-05,0.00355600363277493,0.996443996367225,"B5"
1946,0.000463516498030586,0.00694775804887567,0.00741127454690626,0.992588725453094,"B5"
1947,0.00658062704322278,0.0207346646251569,0.0267963926820215,0.973203607317979,"B5"
1948,0.00436228897611187,0.0228882650530743,0.026991104536007,0.973008895463993,"B5"
1949,0.00214395090900096,0.0250418654809917,0.0271858163899926,0.972814183610007,"B5"
1950,0.000211171932454803,2.49958151599922e-05,0.000236167747614795,0.999763832252385,"B5"
1951,0,0.0100147504156955,0.0100147504156955,0.989985249584304,"B5"
1952,0,2.59549267355104e-05,2.59549267355104e-05,0.999974045073264,"B5"
1953,0.0066534824540915,2.07639413884083e-05,0.00667424639547991,0.99332575360452,"B5"
1954,0.013306964908183,1.55729560413062e-05,0.0133225378642243,0.986677462135776,"B5"
1955,0.0199604473622745,1.03819706942042e-05,0.0199708293329687,0.980029170667031,"B5"
1956,0.026613929816366,5.19098534710208e-06,0.0266191208017131,0.973380879198287,"B5"
1957,0.0332674122704575,0,0.0332674122704575,0.966732587729543,"B5"
1958,0.000598759534561953,0,0.000598759534561953,0.999401240465438,"B5"
1959,0,0,0,1,"B5"
1960,0.00284251866476352,1.24735330473645e-05,0.00285499219781089,0.997145007802189,"B5"
1961,0.00568503732952704,2.49470660947291e-05,0.00570998439562177,0.994290015604378,"B5"
1962,0.00565757060987291,1.87102995710468e-05,0.00567628090944396,0.994323719090556,"B5"
1963,0.00563010389021878,1.24735330473645e-05,0.00564257742326615,0.994357422576734,"B5"
1964,0.00560263717056466,6.23676652368227e-06,0.00560887393708834,0.994391126062912,"B5"
1965,0.00557517045091053,0,0.00557517045091053,0.99442482954909,"B5"
1966,0.0111862646850422,4.98941342224128e-05,0.0112361588192646,0.988763841180735,"B5"
1967,0.0119232010321613,2.49470671112064e-05,0.0119481480992725,0.988051851900728,"B5"
1968,0.0126601373792804,0,0.0126601373792804,0.98733986262072,"B5"
1969,0.0106923127690479,0,0.0106923127690479,0.989307687230952,"B5"
1970,0.033850674682432,0,0.033850674682432,0.966149325317568,"B5"
1971,0.00466609934746187,0,0.00466609934746187,0.995333900652538,"B5"
1972,0.00438379334754585,0,0.00438379334754585,0.995616206652454,"B5"
1973,0.0143844761391138,0,0.0143844761391138,0.985615523860886,"B5"
1974,0.0243851589306817,0,0.0243851589306817,0.975614841069318,"B5"
1975,0.0225291470508368,0,0.0225291470508368,0.977470852949163,"B5"
1976,0.020673135170992,0,0.020673135170992,0.979326864829008,"B5"
1977,0.00968794383623376,0,0.00968794383623376,0.990312056163766,"B5"
1978,0.00968794383623376,0,0.00968794383623376,0.990312056163766,"B5"
1979,0.00968794383623376,0,0.00968794383623376,0.990312056163766,"B5"
1995,0,0.0475414878174834,0.0475414878174834,0.952458512182517,"B5"
2001,0,0.147571663848959,0.147571663848959,0.852428336151041,"B5"
2006,0.0047336130329069,0.219836896908148,0.222125024528566,0.777874975471434,"B5"
2011,0.0146385370230488,0.275129200477298,0.286890152556823,0.713109847443177,"B5"
2016,0.00700912302695482,0.156647299709298,0.162295421703559,0.837704578296441,"B5"
1916,0.0201870263507656,0,0.0201870263507656,0.979812973649234,"G1"
1917,0.0105448382363363,2.49086621022665e-05,0.0105697468984385,0.989430253101562,"G1"
1918,0.00150265492157675,0,0.00150265492157675,0.998497345078423,"G1"
1919,0.0044243414106182,0,0.0044243414106182,0.995575658589382,"G1"
1920,0.00450199166712085,0,0.00450199166712085,0.995498008332879,"G1"
1921,0.0129395520433094,0,0.0129395520433094,0.987060447956691,"G1"
1922,0.000967950623415858,0,0.000967950623415858,0.999032049376584,"G1"
1923,0.0124971742326457,0,0.0124971742326457,0.987502825767354,"G1"
1924,0.0241045113547346,0,0.0241045113547346,0.975895488645265,"G1"
1925,0.0201987682926697,0,0.0201987682926697,0.97980123170733,"G1"
1926,0.0589421255759456,0,0.0589421255759456,0.941057874424054,"G1"
1927,0.0952578497884888,0,0.0952578497884888,0.904742150211511,"G1"
1928,0.0742991978979794,0,0.0742991978979794,0.925700802102021,"G1"
1929,0.134884019878366,0,0.134884019878366,0.865115980121634,"G1"
1930,0.0867557710087017,0,0.0867557710087017,0.913244228991298,"G1"
1931,0.0607681099241095,0,0.0607681099241095,0.93923189007589,"G1"
1932,0.0219771422160172,0,0.0219771422160172,0.978022857783983,"G1"
1933,0.0433918866634246,0,0.0433918866634246,0.956608113336575,"G1"
1934,0.029040760677192,0,0.029040760677192,0.970959239322808,"G1"
1935,0.062961277853997,0,0.062961277853997,0.937038722146003,"G1"
1936,0.0608475785645785,0,0.0608475785645785,0.939152421435421,"G1"
1937,0.0384452255430817,0,0.0384452255430817,0.961554774456918,"G1"
1938,0.0565667259202905,0,0.0565667259202905,0.943433274079709,"G1"
1939,0.0519613633298496,0,0.0519613633298496,0.94803863667015,"G1"
1940,0.0639629896689338,0,0.0639629896689338,0.936037010331066,"G1"
1941,0.0364002742010298,0,0.0364002742010298,0.96359972579897,"G1"
1942,0.017020089181384,0,0.017020089181384,0.982979910818616,"G1"
1943,0.0133450650811247,2.49086621022665e-05,0.013369973743227,0.986630026256773,"G1"
1944,0.0171469490144315,0,0.0171469490144315,0.982853050985569,"G1"
1945,0.0141135072981469,0,0.0141135072981469,0.985886492701853,"G1"
1946,0.0177778605306371,2.49086621022665e-05,0.0178027691927394,0.982197230807261,"G1"
1947,0.00216655548051675,4.98173242045325e-05,0.00221637280472128,0.997783627195279,"G1"
1948,0.00110818640221565,2.49086621022662e-05,0.00113309506431792,0.998866904935682,"G1"
1949,4.98173239145579e-05,0,4.98173239145579e-05,0.999950182676085,"G1"
1950,0.000948023699475548,0,0.000948023699475548,0.999051976300524,"G1"
1951,0,0,0,1,"G1"
1952,4.98173265243329e-05,0,4.98173265243329e-05,0.999950182673476,"G1"
1953,0.00230718979245865,0,0.00230718979245865,0.997692810207541,"G1"
1954,0,0,0,1,"G1"
1955,5.57954056956542e-05,0,5.57954056956542e-05,0.999944204594304,"G1"
1956,0,0,0,1,"G1"
1957,0,0,0,1,"G1"
1958,0.000786864657338341,0,0.000786864657338341,0.999213135342662,"G1"
1959,0.00024908662305249,0,0.00024908662305249,0.999750913376948,"G1"
1960,0.00639505005729903,0,0.00639505005729903,0.993604949942701,"G1"
1961,0.00512122304055707,0,0.00512122304055707,0.994878776959443,"G1"
1962,0.00384739602381511,0,0.00384739602381511,0.996152603976185,"G1"
1963,0.00257356900707315,0,0.00257356900707315,0.997426430992927,"G1"
1964,0.00129974199033119,0,0.00129974199033119,0.998700258009669,"G1"
1965,2.59149735892253e-05,0,2.59149735892253e-05,0.999974085026411,"G1"
1966,0.000181414773963544,0,0.000181414773963544,0.999818585226037,"G1"
1967,0.000336914574337863,0,0.000336914574337863,0.999663085425662,"G1"
1968,0.000492414374712182,0,0.000492414374712182,0.999507585625288,"G1"
1969,0.00407505720727126,0,0.00407505720727126,0.995924942792729,"G1"
1970,0.0554237671112561,0,0.0554237671112561,0.944576232888744,"G1"
1971,0.0452632745082947,0,0.0452632745082947,0.954736725491706,"G1"
1972,0.0351027819053333,0,0.0351027819053333,0.964897218094667,"G1"
1973,0.0532417682312384,0,0.0532417682312384,0.946758231768762,"G1"
1974,0.122340988813202,0,0.122340988813202,0.877659011186798,"G1"
1975,0.0442028031352428,0,0.0442028031352428,0.955797196864757,"G1"
1976,0.0134373766044267,0,0.0134373766044267,0.986562623395573,"G1"
1977,0.0345303807978537,0,0.0345303807978537,0.965469619202146,"G1"
1978,0.0345303807978537,0,0.0345303807978537,0.965469619202146,"G1"
1979,0.0345303807978537,0,0.0345303807978537,0.965469619202146,"G1"
1995,0.00247776701204077,0,0.00247776701204077,0.997522232987959,"G1"
2001,0.00938205407174876,0,0.00938205407174876,0.990617945928251,"G1"
2006,0.0100175491044199,0.00052128114309847,0.0105388302475184,0.989461169752482,"G1"
2011,0,0,0,1,"G1"
2016,0.00199091862288965,0,0.00199091862288965,0.99800908137711,"G1"
1916,0.0136432885974723,0,0.0136432885974723,0.986356711402528,"G2"
1917,0.00520574668547355,0,0.00520574668547355,0.994794253314526,"G2"
1918,0.00367265305005049,0,0.00367265305005049,0.99632734694995,"G2"
1919,0.00318220248717432,0,0.00318220248717432,0.996817797512826,"G2"
1920,0.0123354536801272,0,0.0123354536801272,0.987664546319873,"G2"
1921,0.0214628131344929,0,0.0214628131344929,0.978537186865507,"G2"
