"quadrat","project_year","year","month","species","count","cover","form","category","present","day"
"G3",1940,1940,12,"SPORO",3,0.0121835,"GRASS","Cover",1,14
"G3",1941,1942,1,"BOER4",10,0.012531,"GRASS","Cover",1,8
"G3",1941,1942,1,"PECTI",1,2.5e-05,"","",1,8
"G3",1941,1942,1,"SPORO",8,0.00341075,"GRASS","Cover",1,8
"G3",1942,1942,10,"ALIN",3,7.5e-05,"FORB","PerennialForb",1,8
"G3",1942,1942,10,"BOER4",9,0.0060985,"GRASS","Cover",1,8
"G3",1942,1942,10,"BOUTE",3,7.5e-05,"GRASS","",1,8
"G3",1942,1942,10,"PECTI",1,2.5e-05,"","",1,8
"G3",1942,1942,10,"SPORO",2,0.0062795,"GRASS","Cover",1,8
"G3",1943,1943,10,"BOER4",5,0.0034645,"GRASS","Cover",1,27
"G3",1943,1943,10,"BOUTE",14,0.00035,"GRASS","",1,27
"G3",1943,1943,10,"PECTI",1,2.5e-05,"","",1,27
"G3",1944,1944,9,"ALIN",6,0.00015,"FORB","PerennialForb",1,8
"G3",1944,1944,9,"ARIST",3,7.5e-05,"GRASS","",1,8
"G3",1944,1944,9,"BOER4",3,0.006689,"GRASS","Cover",1,8
"G3",1944,1944,9,"BOUTE",25,0.000625,"GRASS","",1,8
"G3",1944,1944,9,"EUPHO",22,0.00055,"","",1,8
"G3",1944,1944,9,"PECTI",1,2.5e-05,"","",1,8
"G3",1945,1945,9,"BOER4",2,0.0101445,"GRASS","Cover",1,13
"G3",1946,1946,9,"ALIN",6,0.00015,"FORB","PerennialForb",1,24
"G3",1946,1946,9,"BOER4",6,0.01399425,"GRASS","Cover",1,24
"G3",1946,1946,9,"BOUTE",3,7.5e-05,"GRASS","",1,24
"G3",1946,1946,9,"SPORO",2,0.0004375,"GRASS","Cover",1,24
"G3",1947,1947,9,"BOER4",6,0.016911,"GRASS","Cover",1,26
"G3",1947,1947,9,"BOUTE",28,7e-04,"GRASS","",1,26
"G3",1947,1947,9,"SPORO",1,0.002115,"GRASS","Cover",1,26
"G3",1948,1949,3,"BOER4",1,0.0062135,"GRASS","Cover",1,22
"G3",1949,1949,8,"ALIN",2,5e-05,"FORB","PerennialForb",1,22
"G3",1949,1949,8,"BOER4",1,0.0035505,"GRASS","Cover",1,22
"G3",1949,1949,8,"BOUTE",9,0.000225,"GRASS","",1,22
"G3",1949,1949,8,"SPORO",16,0.0041447,"GRASS","Cover",1,22
"G3",1950,1950,8,"ARIST",3,0.000558,"GRASS","",1,28
"G3",1950,1950,8,"BOER4",1,0.0045365,"GRASS","Cover",1,28
"G3",1950,1950,8,"BOUTE",9,0.000225,"GRASS","",1,28
"G3",1950,1950,8,"PECTI",1,2.5e-05,"","",1,28
"G3",1950,1950,8,"SPORO",8,0.00410842,"GRASS","Cover",1,28
"G3",1951,1951,8,"BOER4",3,0.0131485,"GRASS","Cover",1,21
"G3",1951,1951,8,"BOUTE",5,0.002642,"GRASS","",1,21
"G3",1951,1951,8,"SEBA3",1,2.5e-05,"FORB","PerennialForb",1,21
"G3",1951,1951,8,"SPORO",2,0.00084695,"GRASS","Cover",1,21
"G3",1952,1952,9,"BOUTE",3,7.5e-05,"GRASS","",1,18
"G3",1956,1956,8,NA,NA,NA,NA,NA,0,10
"G3",1957,1957,8,NA,NA,NA,NA,NA,0,5
"G3",1958,1958,9,"SPORO",10,0.0173456,"GRASS","Cover",1,25
"G3",1959,1959,9,"BOUTE",7,0.000175,"GRASS","",1,17
"G3",1959,1959,9,"SPORO",8,0.01750675,"GRASS","Cover",1,17
"G3",1960,1960,8,"BOUTE",8,0.00180425,"GRASS","",1,19
"G3",1965,1965,8,"SPORO",2,0.00129275,"GRASS","Cover",1,25
"G3",1968,1968,8,"SEBA3",1,2.5e-05,"FORB","PerennialForb",1,19
"G3",1972,1972,8,NA,NA,NA,NA,NA,0,15
"G3",1973,1973,8,NA,NA,NA,NA,NA,0,3
"G3",1974,1974,7,NA,NA,NA,NA,NA,0,1
"G3",1975,1975,8,NA,NA,NA,NA,NA,0,4
"G3",1976,1976,7,"SPORO",1,0.01467044,"GRASS","Cover",1,29
"G3",1995,1995,10,"SPORO",4,1e-04,"GRASS","Cover",1,17
"G3",2001,2001,10,NA,NA,NA,NA,NA,0,12
"G3",2006,2006,11,"SPORO",14,0.008980719955654,"GRASS","Cover",1,27
"G3",2011,2011,11,NA,NA,NA,NA,NA,0,1
"G3",2016,2016,9,NA,NA,NA,NA,NA,0,15
"G4",1915,1915,9,"BOER4",57,0.0752369,"GRASS","Cover",1,29
"G4",1915,1915,9,"ERIOG",1,2.5e-05,"","",1,29
"G4",1915,1915,9,"POJA5",2,5e-05,"FORB","PerennialForb",1,29
"G4",1915,1915,9,"SPORO",3,0.00193,"GRASS","Cover",1,29
"G4",1916,1916,9,"BOER4",39,0.04026796,"GRASS","Cover",1,18
"G4",1916,1916,9,"BOUTE",7,0.000175,"GRASS","",1,18
"G4",1917,1917,6,"BOER4",50,0.0249405,"GRASS","Cover",1,20
"G4",1917,1917,6,"EUPHO",1,2.5e-05,"","",1,20
"G4",1917,1917,6,"MEMU3",1,2.5e-05,"FORB","PerennialForb",1,20
"G4",1918,1918,9,"BOER4",43,0.01907705,"GRASS","Cover",1,24
"G4",1918,1918,9,"BOUTE",3,7.5e-05,"GRASS","",1,24
"G4",1918,1918,9,"ENDE",1,2.5e-05,"GRASS","Cover",1,24
"G4",1918,1918,9,"POJA5",1,2.5e-05,"FORB","PerennialForb",1,24
"G4",1919,1919,10,"BOER4",77,0.0238055,"GRASS","Cover",1,1
"G4",1919,1919,10,"DAPU7",1,0.001138,"GRASS","Cover",1,1
"G4",1920,1920,11,"BOER4",60,0.05029577,"GRASS","Cover",1,23
"G4",1920,1920,11,"ERIOG",6,0.00015,"","",1,23
"G4",1921,1921,10,"BOER4",55,0.0439619,"GRASS","Cover",1,19
"G4",1921,1921,10,"MELE2",1,2.5e-05,"FORB","PerennialForb",1,19
"G4",1921,1921,10,"POJA5",1,2.5e-05,"FORB","PerennialForb",1,19
"G4",1921,1921,10,"SEBA3",1,2.5e-05,"FORB","PerennialForb",1,19
"G4",1922,1922,10,"BOER4",21,0.0063825,"GRASS","Cover",1,13
"G4",1922,1922,10,"CHER2",1,2.5e-05,"FORB","PerennialForb",1,13
"G4",1922,1922,10,"EUPHO",2,5e-05,"","",1,13
"G4",1922,1922,10,"EVNU",2,5e-05,"FORB","PerennialForb",1,13
"G4",1923,1923,10,"ALIN",1,2.5e-05,"FORB","PerennialForb",1,12
"G4",1923,1923,10,"BOER4",19,0.010164,"GRASS","Cover",1,12
"G4",1923,1923,10,"DANA",2,5e-05,"FORB","PerennialForb",1,12
"G4",1923,1923,10,"ERIOG",1,2.5e-05,"","",1,12
"G4",1923,1923,10,"MEMU3",5,0.000125,"FORB","PerennialForb",1,12
"G4",1923,1923,10,"POJA5",1,2.5e-05,"FORB","PerennialForb",1,12
"G4",1923,1923,10,"SPORO",14,0.0053081,"GRASS","Cover",1,12
"G4",1924,1924,11,"ALIN",2,5e-05,"FORB","PerennialForb",1,5
"G4",1924,1924,11,"BOER4",19,0.01565815,"GRASS","Cover",1,5
"G4",1924,1924,11,"PSTA",1,2.5e-05,"FORB","PerennialForb",1,5
"G4",1924,1924,11,"SPORO",11,0.01424975,"GRASS","Cover",1,5
"G4",1925,1925,11,"ALIN",7,0.000175,"FORB","PerennialForb",1,5
"G4",1925,1925,11,"BOER4",31,0.0134035,"GRASS","Cover",1,5
"G4",1925,1925,11,"BOUTE",18,0.00045,"GRASS","",1,5
"G4",1925,1925,11,"CRPO5",1,2.5e-05,"FORB","PerennialForb",1,5
"G4",1925,1925,11,"ERIOG",1,2.5e-05,"","",1,5
"G4",1925,1925,11,"POJA5",1,2.5e-05,"FORB","PerennialForb",1,5
"G4",1925,1925,11,"SPORO",22,0.0190375,"GRASS","Cover",1,5
"G4",1926,1926,9,"ALIN",2,5e-05,"FORB","PerennialForb",1,23
"G4",1926,1926,9,"BOER4",28,0.03735476,"GRASS","Cover",1,23
"G4",1926,1926,9,"PLANT",9,0.000225,"","",1,23
"G4",1926,1926,9,"SPORO",11,0.047979,"GRASS","Cover",1,23
"G4",1927,1927,9,"BOER4",94,0.04981038,"GRASS","Cover",1,2
"G4",1927,1927,9,"POJA5",1,2.5e-05,"FORB","PerennialForb",1,2
"G4",1927,1927,9,"SPORO",8,0.0666496,"GRASS","Cover",1,2
"G4",1928,1928,9,"BOER4",50,0.05634435,"GRASS","Cover",1,29
"G4",1928,1928,9,"POJA5",1,2.5e-05,"FORB","PerennialForb",1,29
"G4",1928,1928,9,"SPORO",7,0.06968394,"GRASS","Cover",1,29
"G4",1929,1929,8,"BOER4",40,0.1247341,"GRASS","Cover",1,28
"G4",1929,1929,8,"POJA5",1,2.5e-05,"FORB","PerennialForb",1,28
"G4",1929,1929,8,"SPORO",8,0.07715575,"GRASS","Cover",1,28
"G4",1930,1930,9,"BOER4",51,0.07075051,"GRASS","Cover",1,9
"G4",1930,1930,9,"POJA5",1,2.5e-05,"FORB","PerennialForb",1,9
"G4",1930,1930,9,"SEBA3",1,2.5e-05,"FORB","PerennialForb",1,9
"G4",1930,1930,9,"SPORO",11,0.04441416,"GRASS","Cover",1,9
"G4",1931,1931,9,"BOER4",40,0.05736784,"GRASS","Cover",1,23
"G4",1931,1931,9,"POJA5",1,2.5e-05,"FORB","PerennialForb",1,23
"G4",1931,1931,9,"SPORO",15,0.02310715,"GRASS","Cover",1,23
"G4",1932,1932,10,"BOER4",50,0.08069946,"GRASS","Cover",1,12
"G4",1932,1932,10,"POJA5",1,2.5e-05,"FORB","PerennialForb",1,12
"G4",1932,1932,10,"SPORO",17,0.03872105,"GRASS","Cover",1,12
"G4",1933,1933,10,"BOER4",48,0.06109053,"GRASS","Cover",1,20
"G4",1933,1933,10,"POJA5",1,2.5e-05,"FORB","PerennialForb",1,20
"G4",1933,1933,10,"SPORO",18,0.03247262,"GRASS","Cover",1,20
"G4",1934,1934,10,"BOER4",51,0.03942316,"GRASS","Cover",1,25
"G4",1934,1934,10,"SPORO",7,0.00668185,"GRASS","Cover",1,25
"G4",1935,1935,10,"BOER4",29,0.022845,"GRASS","Cover",1,8
"G4",1935,1935,10,"POJA5",1,2.5e-05,"FORB","PerennialForb",1,8
"G4",1935,1935,10,"SPORO",4,0.002307,"GRASS","Cover",1,8
"G4",1936,1936,10,"BOER4",54,0.04999555,"GRASS","Cover",1,27
"G4",1936,1936,10,"POJA5",1,2.5e-05,"FORB","PerennialForb",1,27
"G4",1936,1936,10,"PSTA",1,2.5e-05,"FORB","PerennialForb",1,27
"G4",1936,1936,10,"SPORO",3,0.0061425,"GRASS","Cover",1,27
"G4",1937,1937,10,"BOER4",35,0.04963359,"GRASS","Cover",1,15
"G4",1937,1937,10,"DANA",1,2.5e-05,"FORB","PerennialForb",1,15
"G4",1937,1937,10,"EUPHO",3,7.5e-05,"","",1,15
"G4",1937,1937,10,"SEBA3",3,7.5e-05,"FORB","PerennialForb",1,15
"G4",1937,1937,10,"SPORO",24,0.0023975,"GRASS","Cover",1,15
"G4",1938,1938,9,"BOER4",27,0.07997652,"GRASS","Cover",1,8
"G4",1938,1938,9,"DAPU7",1,0.00049,"GRASS","Cover",1,8
"G4",1938,1938,9,"HOFFM",1,2.5e-05,"","",1,8
"G4",1938,1938,9,"SEBA3",1,2.5e-05,"FORB","PerennialForb",1,8
"G4",1938,1938,9,"SPORO",3,0.004296,"GRASS","Cover",1,8
"G4",1939,1939,12,"BOER4",60,0.0436324,"GRASS","Cover",1,7
"G4",1939,1939,12,"SPORO",4,0.002681,"GRASS","Cover",1,7
"G4",1940,1940,12,"BOER4",48,0.06300698,"GRASS","Cover",1,17
"G4",1940,1940,12,"SPORO",4,0.0045439,"GRASS","Cover",1,17
"G4",1941,1942,1,"BOER4",75,0.05702267,"GRASS","Cover",1,8
"G4",1941,1942,1,"SPORO",2,0.0016841,"GRASS","Cover",1,8
"G4",1942,1942,10,"BOER4",60,0.04031174,"GRASS","Cover",1,8
"G4",1942,1942,10,"HOFFM",1,2.5e-05,"","",1,8
"G4",1943,1943,10,"BOER4",45,0.03900785,"GRASS","Cover",1,27
"G4",1943,1943,10,"HOFFM",1,2.5e-05,"","",1,27
"G4",1943,1943,10,"SPORO",1,0.0001265,"GRASS","Cover",1,27
"G4",1944,1944,9,"BOER4",42,0.05004269,"GRASS","Cover",1,8
"G4",1944,1944,9,"HOFFM",1,2.5e-05,"","",1,8
"G4",1945,1945,9,"BOER4",38,0.066531,"GRASS","Cover",1,13
"G4",1946,1946,9,"BOER4",23,0.031862,"GRASS","Cover",1,24
"G4",1946,1946,9,"HOFFM",1,2.5e-05,"","",1,24
"G4",1947,1947,9,"BOER4",22,0.0452885,"GRASS","Cover",1,26
"G4",1947,1947,9,"MIRU5",1,2.5e-05,"FORB","PerennialForb",1,26
"G4",1947,1947,9,"SPORO",1,0.000286,"GRASS","Cover",1,26
"G4",1948,1949,3,"BOER4",16,0.0191615,"GRASS","Cover",1,22
"G4",1949,1949,8,"BOER4",21,0.0201842,"GRASS","Cover",1,24
"G4",1949,1949,8,"HOFFM",1,2.5e-05,"","",1,24
"G4",1950,1950,8,"BOER4",15,0.03303045,"GRASS","Cover",1,28
"G4",1950,1950,8,"POJA5",1,2.5e-05,"FORB","PerennialForb",1,28
"G4",1951,1951,8,"BOER4",16,0.025401,"GRASS","Cover",1,21
"G4",1951,1951,8,"SEBA3",1,2.5e-05,"FORB","PerennialForb",1,21
"G4",1952,1952,9,"BOER4",4,0.0022355,"GRASS","Cover",1,18
"G4",1952,1952,9,"MIRU5",1,2.5e-05,"FORB","PerennialForb",1,18
"G4",1952,1952,9,"MUAR",2,5e-05,"GRASS","Cover",1,18
"G4",1956,1956,8,NA,NA,NA,NA,NA,0,10
"G4",1957,1957,8,NA,NA,NA,NA,NA,0,5
"G4",1958,1958,9,"SEBA3",3,7.5e-05,"FORB","PerennialForb",1,25
"G4",1958,1958,9,"SOEL",2,5e-05,"FORB","PerennialForb",1,25
"G4",1959,1959,9,"BOUTE",4,1e-04,"GRASS","",1,17
"G4",1959,1959,9,"SEBA3",2,5e-05,"FORB","PerennialForb",1,17
"G4",1959,1959,9,"SOEL",2,5e-05,"FORB","PerennialForb",1,17
"G4",1960,1960,8,"BOUTE",4,0.00299,"GRASS","",1,22
"G4",1960,1960,8,"EUPHO",4,1e-04,"","",1,22
"G4",1960,1960,8,"SEBA3",4,1e-04,"FORB","PerennialForb",1,22
"G4",1965,1965,8,"SEBA3",7,0.000175,"FORB","PerennialForb",1,25
"G4",1968,1968,8,"SEBA3",48,0.0012,"FORB","PerennialForb",1,19
"G4",1968,1968,8,"SOEL",4,1e-04,"FORB","PerennialForb",1,19
"G4",1969,1969,8,"ALIN",2,5e-05,"FORB","PerennialForb",1,26
"G4",1969,1969,8,"BOUTE",3,7.5e-05,"GRASS","",1,26
"G4",1969,1969,8,"EUPHO",1,2.5e-05,"","",1,26
"G4",1969,1969,8,"SEBA3",22,0.00055,"FORB","PerennialForb",1,26
"G4",1969,1969,8,"SOEL",3,7.5e-05,"FORB","PerennialForb",1,26
"G4",1971,1971,8,NA,NA,NA,NA,NA,0,16
"G4",1972,1972,8,"SPORO",1,0.00139126,"GRASS","Cover",1,15
"G4",1973,1973,8,"SPORO",2,0.0038208,"GRASS","Cover",1,3
"G4",1975,1975,8,"DAPU7",16,0.0027655,"GRASS","Cover",1,4
"G4",1975,1975,8,"SPORO",2,0.008053,"GRASS","Cover",1,4
"G4",1976,1976,7,"DAPU7",10,0.0062396,"GRASS","Cover",1,29
"G4",1976,1976,7,"SEBA3",11,0.000275,"FORB","PerennialForb",1,29
"G4",1976,1976,7,"SPORO",4,0.01122595,"GRASS","Cover",1,29
"G4",1977,1977,8,"DAPU7",6,0.0256516,"GRASS","Cover",1,11
"G4",1977,1977,8,"SEBA3",6,0.00015,"FORB","PerennialForb",1,11
"G4",1977,1977,8,"SPORO",3,0.0241935,"GRASS","Cover",1,11
"G4",1995,1995,10,"DAPU7",80,0.003813756979851,"GRASS","Cover",1,17
"G4",1995,1995,10,"POJA5",1,2.5e-05,"FORB","PerennialForb",1,17
"G4",1995,1995,10,"SEBA3",8,2e-04,"FORB","PerennialForb",1,17
"G4",1995,1995,10,"SPORO",136,0.0034,"GRASS","Cover",1,17
"G4",2001,2001,10,"DAPU7",7,0.004425146370876,"GRASS","Cover",1,12
"G4",2001,2001,10,"HOFFM",3,7.5e-05,"","",1,12
"G4",2001,2001,10,"SEBA3",14,0.00035,"FORB","PerennialForb",1,12
"G4",2006,2006,11,"DAPU7",5,0.001190599985603,"GRASS","Cover",1,27
"G4",2006,2006,11,"HOFFM",1,2.5e-05,"","",1,27
"G4",2006,2006,11,"SEBA3",11,0.000275,"FORB","PerennialForb",1,27
"G4",2006,2006,11,"SPORO",42,0.004519389961272,"GRASS","Cover",1,27
"G4",2011,2011,11,"SEBA3",1,2.5e-05,"FORB","PerennialForb",1,1
"G4",2016,2016,9,"DAPU7",4,0.002125924992247,"GRASS","Cover",1,15
"G5",1915,1915,9,"ARIST",1,0.000907,"GRASS","",1,29
"G5",1915,1915,9,"BOER4",72,0.05598316,"GRASS","Cover",1,29
"G5",1915,1915,9,"SCBR2",1,2.5e-05,"GRASS","Cover",1,29
"G5",1916,1916,9,"ARIST",2,0.001645,"GRASS","",1,18
"G5",1916,1916,9,"BOER4",58,0.0462418,"GRASS","Cover",1,18
"G5",1916,1916,9,"EVNU",1,2.5e-05,"FORB","PerennialForb",1,18
"G5",1916,1916,9,"MEMU3",1,2.5e-05,"FORB","PerennialForb",1,18
"G5",1916,1916,9,"PECTI",24,6e-04,"","",1,18
"G5",1917,1917,6,"ARIST",3,0.001118,"GRASS","",1,11
"G5",1917,1917,6,"BOER4",52,0.02678435,"GRASS","Cover",1,11
"G5",1917,1917,6,"EVNU",2,5e-05,"FORB","PerennialForb",1,11
"G5",1918,1918,9,"ARIST",1,0.000985,"GRASS","",1,24
"G5",1918,1918,9,"BOER4",25,0.01611599,"GRASS","Cover",1,24
"G5",1918,1918,9,"EVNU",1,2.5e-05,"FORB","PerennialForb",1,24
"G5",1918,1918,9,"SPORO",1,2.5e-05,"GRASS","Cover",1,24
"G5",1919,1919,10,"ARIST",1,0.001442,"GRASS","",1,1
"G5",1919,1919,10,"BOER4",41,0.0189859,"GRASS","Cover",1,1
"G5",1919,1919,10,"SPORO",2,0.00021,"GRASS","Cover",1,1
"G5",1920,1920,11,"ARIST",2,0.0028015,"GRASS","",1,23
"G5",1920,1920,11,"BOER4",56,0.03782639,"GRASS","Cover",1,23
"G5",1920,1920,11,"EVNU",1,2.5e-05,"FORB","PerennialForb",1,23
"G5",1920,1920,11,"SPORO",1,0.000342,"GRASS","Cover",1,23
"G5",1921,1921,10,"ARIST",2,0.00226242,"GRASS","",1,19
"G5",1921,1921,10,"BOER4",44,0.0460877,"GRASS","Cover",1,19
"G5",1921,1921,10,"MELE2",1,2.5e-05,"FORB","PerennialForb",1,19
"G5",1921,1921,10,"SPORO",1,0.0010305,"GRASS","Cover",1,19
"G5",1922,1922,10,"BOER4",13,0.0046955,"GRASS","Cover",1,24
"G5",1922,1922,10,"DANA",4,1e-04,"FORB","PerennialForb",1,24
"G5",1922,1922,10,"EUPHO",1,2.5e-05,"","",1,24
"G5",1922,1922,10,"HAPLO11",1,2.5e-05,"","",1,24
"G5",1922,1922,10,"SPORO",1,0.00013,"GRASS","Cover",1,24
"G5",1923,1923,10,"ARIST",2,6.15e-05,"GRASS","",1,12
"G5",1923,1923,10,"BOER4",9,0.009476,"GRASS","Cover",1,12
"G5",1923,1923,10,"BOUTE",1,2.5e-05,"GRASS","",1,12
"G5",1923,1923,10,"DANA",1,2.5e-05,"FORB","PerennialForb",1,12
"G5",1923,1923,10,"SPORO",2,0.000721,"GRASS","Cover",1,12
"G5",1924,1924,11,"ALIN",1,2.5e-05,"FORB","PerennialForb",1,5
"G5",1924,1924,11,"BOER4",13,0.0120548,"GRASS","Cover",1,5
"G5",1924,1924,11,"HAPLO11",1,0.0008585,"","",1,5
"G5",1924,1924,11,"SPORO",3,0.002276,"GRASS","Cover",1,5
"G5",1925,1925,11,"BOER4",24,0.00723556,"GRASS","Cover",1,5
"G5",1925,1925,11,"CYPER",4,1e-04,"GRASS","",1,5
"G5",1925,1925,11,"EVNU",1,2.5e-05,"FORB","PerennialForb",1,5
"G5",1925,1925,11,"HAPLO11",1,2.5e-05,"","",1,5
"G5",1925,1925,11,"SPORO",3,0.001383,"GRASS","Cover",1,5
"G5",1926,1926,9,"BOER4",12,0.01756005,"GRASS","Cover",1,23
"G5",1926,1926,9,"CYPER",3,0.0033235,"GRASS","",1,23
"G5",1926,1926,9,"SPORO",4,0.011536,"GRASS","Cover",1,23
"G5",1927,1927,9,"BOER4",46,0.03344228,"GRASS","Cover",1,2
"G5",1927,1927,9,"EVNU",1,2.5e-05,"FORB","PerennialForb",1,2
"G5",1927,1927,9,"SPORO",3,0.00832725,"GRASS","Cover",1,2
"G5",1928,1928,9,"BOER4",35,0.04528567,"GRASS","Cover",1,29
"G5",1928,1928,9,"EVNU",1,2.5e-05,"FORB","PerennialForb",1,29
"G5",1928,1928,9,"PAHA",3,0.00458019,"GRASS","Cover",1,29
"G5",1928,1928,9,"SPORO",4,0.01199699,"GRASS","Cover",1,29
"G5",1929,1929,8,"ARIST",1,0.000726,"GRASS","",1,28
"G5",1929,1929,8,"BOER4",31,0.0782094,"GRASS","Cover",1,28
"G5",1929,1929,8,"EVNU",1,2.5e-05,"FORB","PerennialForb",1,28
"G5",1929,1929,8,"PAHA",4,0.0052895,"GRASS","Cover",1,28
"G5",1929,1929,8,"SPORO",5,0.0106545,"GRASS","Cover",1,28
"G5",1930,1930,9,"ARIST",3,0.0020955,"GRASS","",1,9
"G5",1930,1930,9,"BOER4",32,0.06262435,"GRASS","Cover",1,9
"G5",1930,1930,9,"HAPLO11",1,2.5e-05,"","",1,9
"G5",1930,1930,9,"PAHA",1,0.001357,"GRASS","Cover",1,9
"G5",1930,1930,9,"SPORO",4,0.004082,"GRASS","Cover",1,9
"G5",1931,1931,9,"ARIST",1,0.00271316,"GRASS","",1,23
"G5",1931,1931,9,"BOER4",37,0.07436278,"GRASS","Cover",1,23
"G5",1931,1931,9,"EVNU",1,2.5e-05,"FORB","PerennialForb",1,23
"G5",1931,1931,9,"PAHA",1,0.00056325,"GRASS","Cover",1,23
"G5",1931,1931,9,"SPORO",3,0.00727785,"GRASS","Cover",1,23
"G5",1932,1932,10,"ARIST",2,0.00366248,"GRASS","",1,12
"G5",1932,1932,10,"BOER4",43,0.09103482,"GRASS","Cover",1,12
"G5",1932,1932,10,"EVNU",1,2.5e-05,"FORB","PerennialForb",1,12
"G5",1932,1932,10,"SPORO",4,0.0055795,"GRASS","Cover",1,12
"G5",1933,1933,10,"ARIST",1,0.00437855,"GRASS","",1,20
"G5",1933,1933,10,"BOER4",50,0.05657241,"GRASS","Cover",1,20
"G5",1933,1933,10,"BOUTE",1,2.5e-05,"GRASS","",1,20
"G5",1933,1933,10,"ERIOG",2,5e-05,"","",1,20
"G5",1933,1933,10,"EUPHO",1,2.5e-05,"","",1,20
"G5",1933,1933,10,"EVNU",1,2.5e-05,"FORB","PerennialForb",1,20
"G5",1933,1933,10,"SPORO",5,0.00210375,"GRASS","Cover",1,20
"G5",1934,1934,10,"ARIST",6,0.00254019,"GRASS","",1,25
"G5",1934,1934,10,"BOER4",56,0.04200656,"GRASS","Cover",1,25
"G5",1934,1934,10,"EVNU",1,2.5e-05,"FORB","PerennialForb",1,25
"G5",1935,1935,10,"BOER4",17,0.010254,"GRASS","Cover",1,8
"G5",1935,1935,10,"BOUTE",2,5e-05,"GRASS","",1,8
"G5",1935,1935,10,"EVNU",3,7.5e-05,"FORB","PerennialForb",1,8
"G5",1935,1935,10,"PECTI",22,0.00055,"","",1,8
"G5",1936,1936,10,"BOER4",40,0.04306485,"GRASS","Cover",1,27
"G5",1936,1936,10,"BOUTE",2,5e-05,"GRASS","",1,27
"G5",1936,1936,10,"DANA",1,2.5e-05,"FORB","PerennialForb",1,27
"G5",1936,1936,10,"EVNU",1,2.5e-05,"FORB","PerennialForb",1,27
"G5",1936,1936,10,"SPORO",1,2.5e-05,"GRASS","Cover",1,27
"G5",1937,1937,10,"BOER4",27,0.05010842,"GRASS","Cover",1,15
"G5",1937,1937,10,"BOUTE",2,5e-05,"GRASS","",1,15
"G5",1937,1937,10,"DANA",1,2.5e-05,"FORB","PerennialForb",1,15
"G5",1937,1937,10,"EUPHO",3,7.5e-05,"","",1,15
"G5",1937,1937,10,"EVNU",1,2.5e-05,"FORB","PerennialForb",1,15
"G5",1937,1937,10,"PAHA",1,0.00024095,"GRASS","Cover",1,15
"G5",1937,1937,10,"SPORO",1,2.5e-05,"GRASS","Cover",1,15
"G5",1938,1938,9,"BOER4",27,0.0839205,"GRASS","Cover",1,8
"G5",1938,1938,9,"BOUTE",1,2.5e-05,"GRASS","",1,8
"G5",1938,1938,9,"DAPU7",1,3.6e-05,"GRASS","Cover",1,8
"G5",1938,1938,9,"PECTI",65,0.001625,"","",1,8
"G5",1939,1939,12,"BOER4",42,0.04723953,"GRASS","Cover",1,7
"G5",1940,1940,12,"BOER4",23,0.0126492,"GRASS","Cover",1,17
"G5",1941,1942,1,"BOER4",4,0.00089875,"GRASS","Cover",1,8
"G5",1942,1942,10,"BOER4",3,0.001052,"GRASS","Cover",1,8
"G5",1943,1943,10,"BOER4",1,0.0018045,"GRASS","Cover",1,27
"G5",1943,1943,10,"BOUTE",3,7.5e-05,"GRASS","",1,27
"G5",1943,1943,10,"PECTI",1,2.5e-05,"","",1,27
"G5",1943,1943,10,"SPORO",1,0.00015,"GRASS","Cover",1,27
"G5",1944,1944,9,"ALIN",1,2.5e-05,"FORB","PerennialForb",1,8
"G5",1944,1944,9,"BOER4",1,0.0023245,"GRASS","Cover",1,8
"G5",1944,1944,9,"PECTI",1,2.5e-05,"","",1,8
"G5",1944,1944,9,"SPORO",2,0.000632,"GRASS","Cover",1,8
"G5",1945,1945,9,"BOER4",1,0.00435953,"GRASS","Cover",1,13
"G5",1945,1945,9,"EUPHO",1,2.5e-05,"","",1,13
"G5",1945,1945,9,"SEBA3",1,2.5e-05,"FORB","PerennialForb",1,13
"G5",1945,1945,9,"SPORO",1,0.00292493,"GRASS","Cover",1,13
"G5",1946,1946,9,"BOER4",1,0.0078815,"GRASS","Cover",1,24
"G5",1946,1946,9,"SEBA3",1,2.5e-05,"FORB","PerennialForb",1,24
"G5",1946,1946,9,"SPORO",1,0.0103,"GRASS","Cover",1,24
"G5",1947,1947,9,"BOER4",1,0.0071925,"GRASS","Cover",1,26
"G5",1947,1947,9,"ERIOG",1,2.5e-05,"","",1,26
"G5",1947,1947,9,"SPORO",3,0.0030925,"GRASS","Cover",1,26
"G5",1948,1949,3,"BOER4",1,0.0059545,"GRASS","Cover",1,22
"G5",1949,1949,8,"BOER4",1,0.0091015,"GRASS","Cover",1,24
"G5",1949,1949,8,"ERIOG",1,2.5e-05,"","",1,24
"G5",1949,1949,8,"MIRU5",18,0.00045,"FORB","PerennialForb",1,24
"G5",1950,1950,8,"BOER4",1,0.0061615,"GRASS","Cover",1,28
"G5",1950,1950,8,"EUPHO",4,1e-04,"","",1,28
"G5",1950,1950,8,"SEBA3",1,2.5e-05,"FORB","PerennialForb",1,28
"G5",1951,1951,8,NA,NA,NA,NA,NA,0,21
"G5",1952,1952,9,"SPHAE",2,5e-05,"","",1,18
"G5",1956,1956,8,NA,NA,NA,NA,NA,0,10
"G5",1957,1957,8,NA,NA,NA,NA,NA,0,5
"G5",1958,1958,9,NA,NA,NA,NA,NA,0,25
